sample	samples	chr8:128220111-128221962:-	cancer type abbreviation
TCGA-61-1730-01	TCGA-61-1730-01		OV
TCGA-61-1734-01	TCGA-61-1734-01		OV
TCGA-61-1895-01	TCGA-61-1895-01		OV
TCGA-61-1899-01	TCGA-61-1899-01		OV
TCGA-61-1901-01	TCGA-61-1901-01		OV
TCGA-61-1903-01	TCGA-61-1903-01		OV
TCGA-61-1904-01	TCGA-61-1904-01		OV
TCGA-61-1906-01	TCGA-61-1906-01		OV
TCGA-61-1911-01	TCGA-61-1911-01		OV
TCGA-61-1913-01	TCGA-61-1913-01		OV
TCGA-61-1915-01	TCGA-61-1915-01		OV
TCGA-61-1916-01	TCGA-61-1916-01		OV
TCGA-61-1916-02	TCGA-61-1916-02		OV
TCGA-61-2017-01	TCGA-61-2017-01		OV
TCGA-61-2018-01	TCGA-61-2018-01		OV
TCGA-61-2087-01	TCGA-61-2087-01		OV
TCGA-61-2095-02	TCGA-61-2095-02		OV
TCGA-61-2096-01	TCGA-61-2096-01		OV
TCGA-61-2610-02	TCGA-61-2610-02		OV
TCGA-61-2611-02	TCGA-61-2611-02		OV
TCGA-61-2612-01	TCGA-61-2612-01		OV
TCGA-61-2613-01	TCGA-61-2613-01		OV
TCGA-61-2614-01	TCGA-61-2614-01		OV
TCGA-18-3406-11	TCGA-18-3406-11		LUSC
TCGA-18-3407-11	TCGA-18-3407-11		LUSC
TCGA-18-3408-11	TCGA-18-3408-11		LUSC
TCGA-18-3409-11	TCGA-18-3409-11		LUSC
TCGA-18-3410-11	TCGA-18-3410-11		LUSC
TCGA-18-3411-11	TCGA-18-3411-11		LUSC
TCGA-18-3412-11	TCGA-18-3412-11		LUSC
TCGA-18-3414-11	TCGA-18-3414-11		LUSC
TCGA-18-3415-11	TCGA-18-3415-11		LUSC
TCGA-18-3416-11	TCGA-18-3416-11		LUSC
TCGA-18-3417-11	TCGA-18-3417-11		LUSC
TCGA-18-3419-11	TCGA-18-3419-11		LUSC
TCGA-18-3421-11	TCGA-18-3421-11		LUSC
TCGA-18-4721-11	TCGA-18-4721-11		LUSC
TCGA-18-5592-11	TCGA-18-5592-11		LUSC
TCGA-18-5595-11	TCGA-18-5595-11		LUSC
TCGA-22-4599-11	TCGA-22-4599-11		LUSC
TCGA-22-4601-11	TCGA-22-4601-11		LUSC
TCGA-22-4613-11	TCGA-22-4613-11		LUSC
TCGA-22-5473-11	TCGA-22-5473-11		LUSC
TCGA-22-5474-11	TCGA-22-5474-11		LUSC
TCGA-22-5477-11	TCGA-22-5477-11		LUSC
TCGA-22-5480-11	TCGA-22-5480-11		LUSC
TCGA-22-5485-11	TCGA-22-5485-11		LUSC
TCGA-22-5492-11	TCGA-22-5492-11		LUSC
TCGA-33-4566-11	TCGA-33-4566-11		LUSC
TCGA-33-4582-11	TCGA-33-4582-11		LUSC
TCGA-33-4583-11	TCGA-33-4583-11		LUSC
TCGA-33-4586-11	TCGA-33-4586-11		LUSC
TCGA-33-4589-11	TCGA-33-4589-11		LUSC
TCGA-34-2604-01	TCGA-34-2604-01		LUSC
TCGA-34-2605-01	TCGA-34-2605-01		LUSC
TCGA-34-2609-01	TCGA-34-2609-01		LUSC
TCGA-34-5929-11	TCGA-34-5929-11		LUSC
TCGA-34-8456-11	TCGA-34-8456-11		LUSC
TCGA-39-5011-11	TCGA-39-5011-11		LUSC
TCGA-39-5016-11	TCGA-39-5016-11		LUSC
TCGA-39-5019-11	TCGA-39-5019-11		LUSC
TCGA-39-5021-11	TCGA-39-5021-11		LUSC
TCGA-39-5028-11	TCGA-39-5028-11		LUSC
TCGA-39-5029-11	TCGA-39-5029-11		LUSC
TCGA-39-5030-11	TCGA-39-5030-11		LUSC
TCGA-39-5031-11	TCGA-39-5031-11		LUSC
TCGA-39-5034-11	TCGA-39-5034-11		LUSC
TCGA-39-5035-11	TCGA-39-5035-11		LUSC
TCGA-39-5036-11	TCGA-39-5036-11		LUSC
TCGA-39-5037-11	TCGA-39-5037-11		LUSC
TCGA-39-5039-11	TCGA-39-5039-11		LUSC
TCGA-43-3920-11	TCGA-43-3920-11		LUSC
TCGA-43-5668-11	TCGA-43-5668-11		LUSC
TCGA-56-8504-11	TCGA-56-8504-11		LUSC
TCGA-56-8624-11	TCGA-56-8624-11		LUSC
TCGA-56-8629-11	TCGA-56-8629-11		LUSC
TCGA-58-8393-11	TCGA-58-8393-11		LUSC
TCGA-66-2727-11	TCGA-66-2727-11		LUSC
TCGA-66-2734-11	TCGA-66-2734-11		LUSC
TCGA-66-2737-11	TCGA-66-2737-11		LUSC
TCGA-66-2742-11	TCGA-66-2742-11		LUSC
TCGA-66-2744-11	TCGA-66-2744-11		LUSC
TCGA-66-2753-11	TCGA-66-2753-11		LUSC
TCGA-66-2754-11	TCGA-66-2754-11		LUSC
TCGA-66-2771-11	TCGA-66-2771-11		LUSC
TCGA-66-2787-11	TCGA-66-2787-11		LUSC
TCGA-66-2788-11	TCGA-66-2788-11		LUSC
TCGA-66-2789-11	TCGA-66-2789-11		LUSC
TCGA-66-2790-11	TCGA-66-2790-11		LUSC
TCGA-66-2791-11	TCGA-66-2791-11		LUSC
TCGA-66-2792-11	TCGA-66-2792-11		LUSC
TCGA-66-2795-11	TCGA-66-2795-11		LUSC
TCGA-77-8153-11	TCGA-77-8153-11		LUSC
TCGA-92-7341-11	TCGA-92-7341-11		LUSC
TCGA-05-5420-11	TCGA-05-5420-11		LUAD
TCGA-38-4628-11	TCGA-38-4628-11		LUAD
TCGA-38-4629-11	TCGA-38-4629-11		LUAD
TCGA-38-4630-11	TCGA-38-4630-11		LUAD
TCGA-38-4631-11	TCGA-38-4631-11		LUAD
TCGA-44-2656-11	TCGA-44-2656-11		LUAD
TCGA-44-2659-11	TCGA-44-2659-11		LUAD
TCGA-44-3917-01	TCGA-44-3917-01		LUAD
TCGA-44-3918-11	TCGA-44-3918-11		LUAD
TCGA-44-3919-11	TCGA-44-3919-11		LUAD
TCGA-44-4112-11	TCGA-44-4112-11		LUAD
TCGA-44-5643-11	TCGA-44-5643-11		LUAD
TCGA-44-6144-01	TCGA-44-6144-01		LUAD
TCGA-44-7659-11	TCGA-44-7659-11		LUAD
TCGA-44-7660-11	TCGA-44-7660-11		LUAD
TCGA-44-7661-11	TCGA-44-7661-11		LUAD
TCGA-44-7662-11	TCGA-44-7662-11		LUAD
TCGA-44-7667-11	TCGA-44-7667-11		LUAD
TCGA-44-7669-11	TCGA-44-7669-11		LUAD
TCGA-44-7670-11	TCGA-44-7670-11		LUAD
TCGA-44-7671-11	TCGA-44-7671-11		LUAD
TCGA-44-7672-11	TCGA-44-7672-11		LUAD
TCGA-44-A47F-01	TCGA-44-A47F-01		LUAD
TCGA-49-4486-11	TCGA-49-4486-11		LUAD
TCGA-49-4488-11	TCGA-49-4488-11		LUAD
TCGA-49-4494-11	TCGA-49-4494-11		LUAD
TCGA-49-4501-11	TCGA-49-4501-11		LUAD
TCGA-49-4505-11	TCGA-49-4505-11		LUAD
TCGA-49-4506-11	TCGA-49-4506-11		LUAD
TCGA-49-4507-11	TCGA-49-4507-11		LUAD
TCGA-49-4510-11	TCGA-49-4510-11		LUAD
TCGA-50-6591-11	TCGA-50-6591-11		LUAD
TCGA-50-6592-11	TCGA-50-6592-11		LUAD
TCGA-50-6593-11	TCGA-50-6593-11		LUAD
TCGA-50-6594-11	TCGA-50-6594-11		LUAD
TCGA-50-7109-11	TCGA-50-7109-11		LUAD
TCGA-55-1592-11	TCGA-55-1592-11		LUAD
TCGA-55-1594-11	TCGA-55-1594-11		LUAD
TCGA-55-1595-11	TCGA-55-1595-11		LUAD
TCGA-55-1596-11	TCGA-55-1596-11		LUAD
TCGA-55-7283-11	TCGA-55-7283-11		LUAD
TCGA-55-7570-11	TCGA-55-7570-11		LUAD
TCGA-55-7574-11	TCGA-55-7574-11		LUAD
TCGA-55-7576-11	TCGA-55-7576-11		LUAD
TCGA-55-7724-11	TCGA-55-7724-11		LUAD
TCGA-55-7725-11	TCGA-55-7725-11		LUAD
TCGA-55-7726-11	TCGA-55-7726-11		LUAD
TCGA-55-7903-11	TCGA-55-7903-11		LUAD
TCGA-55-7910-11	TCGA-55-7910-11		LUAD
TCGA-55-7911-11	TCGA-55-7911-11		LUAD
TCGA-55-7914-11	TCGA-55-7914-11		LUAD
TCGA-73-4658-11	TCGA-73-4658-11		LUAD
TCGA-73-4659-11	TCGA-73-4659-11		LUAD
TCGA-73-4662-11	TCGA-73-4662-11		LUAD
TCGA-73-4666-11	TCGA-73-4666-11		LUAD
TCGA-73-4668-11	TCGA-73-4668-11		LUAD
TCGA-73-4670-11	TCGA-73-4670-11		LUAD
TCGA-73-4675-11	TCGA-73-4675-11		LUAD
TCGA-73-4677-11	TCGA-73-4677-11		LUAD
TCGA-78-7163-11	TCGA-78-7163-11		LUAD
TCGA-78-7540-11	TCGA-78-7540-11		LUAD
TCGA-86-7711-11	TCGA-86-7711-11		LUAD
TCGA-86-7713-11	TCGA-86-7713-11		LUAD
TCGA-93-7348-11	TCGA-93-7348-11		LUAD
TCGA-MP-A4T2-01	TCGA-MP-A4T2-01		LUAD
TCGA-BC-A10S-11	TCGA-BC-A10S-11		LIHC
TCGA-BC-A112-11	TCGA-BC-A112-11		LIHC
TCGA-DD-A115-11	TCGA-DD-A115-11		LIHC
TCGA-DD-A1E9-01	TCGA-DD-A1E9-01		LIHC
TCGA-DD-A1E9-11	TCGA-DD-A1E9-11		LIHC
TCGA-DD-A1ED-11	TCGA-DD-A1ED-11		LIHC
TCGA-DD-A1EF-11	TCGA-DD-A1EF-11		LIHC
TCGA-DD-A3A0-01	TCGA-DD-A3A0-01		LIHC
TCGA-DD-AACM-01	TCGA-DD-AACM-01		LIHC
TCGA-DD-AADE-01	TCGA-DD-AADE-01		LIHC
TCGA-DD-AAE8-01	TCGA-DD-AAE8-01		LIHC
TCGA-ES-A2HS-11	TCGA-ES-A2HS-11		LIHC
TCGA-G3-A25W-01	TCGA-G3-A25W-01		LIHC
TCGA-G3-A25W-11	TCGA-G3-A25W-11		LIHC
TCGA-G3-A25X-11	TCGA-G3-A25X-11		LIHC
TCGA-AB-2802-03	TCGA-AB-2802-03		LAML
TCGA-AB-2804-03	TCGA-AB-2804-03		LAML
TCGA-AB-2809-03	TCGA-AB-2809-03		LAML
TCGA-AB-2827-03	TCGA-AB-2827-03		LAML
TCGA-AB-2829-03	TCGA-AB-2829-03		LAML
TCGA-AB-2831-03	TCGA-AB-2831-03		LAML
TCGA-AB-2850-03	TCGA-AB-2850-03		LAML
TCGA-AB-2864-03	TCGA-AB-2864-03		LAML
TCGA-AB-2876-03	TCGA-AB-2876-03		LAML
TCGA-AB-2878-03	TCGA-AB-2878-03		LAML
TCGA-AB-2883-03	TCGA-AB-2883-03		LAML
TCGA-AB-2892-03	TCGA-AB-2892-03		LAML
TCGA-AB-2893-03	TCGA-AB-2893-03		LAML
TCGA-AB-2894-03	TCGA-AB-2894-03		LAML
TCGA-AB-2905-03	TCGA-AB-2905-03		LAML
TCGA-AB-2906-03	TCGA-AB-2906-03		LAML
TCGA-AB-2907-03	TCGA-AB-2907-03		LAML
TCGA-AB-2922-03	TCGA-AB-2922-03		LAML
TCGA-AB-2923-03	TCGA-AB-2923-03		LAML
TCGA-AB-2926-03	TCGA-AB-2926-03		LAML
TCGA-AB-2945-03	TCGA-AB-2945-03		LAML
TCGA-AB-2947-03	TCGA-AB-2947-03		LAML
TCGA-AB-2957-03	TCGA-AB-2957-03		LAML
TCGA-AB-2968-03	TCGA-AB-2968-03		LAML
TCGA-AB-2974-03	TCGA-AB-2974-03		LAML
TCGA-AB-2989-03	TCGA-AB-2989-03		LAML
TCGA-AB-2997-03	TCGA-AB-2997-03		LAML
TCGA-A4-7288-11	TCGA-A4-7288-11		KIRP
TCGA-A4-7585-11	TCGA-A4-7585-11		KIRP
TCGA-A4-7732-11	TCGA-A4-7732-11		KIRP
TCGA-A4-A5Y1-11	TCGA-A4-A5Y1-11		KIRP
TCGA-B1-A47M-11	TCGA-B1-A47M-11		KIRP
TCGA-B3-3925-11	TCGA-B3-3925-11		KIRP
TCGA-B3-3926-11	TCGA-B3-3926-11		KIRP
TCGA-B3-4103-11	TCGA-B3-4103-11		KIRP
TCGA-B3-4104-11	TCGA-B3-4104-11		KIRP
TCGA-B9-4113-11	TCGA-B9-4113-11		KIRP
TCGA-BQ-5876-11	TCGA-BQ-5876-11		KIRP
TCGA-BQ-5880-11	TCGA-BQ-5880-11		KIRP
TCGA-BQ-5881-11	TCGA-BQ-5881-11		KIRP
TCGA-BQ-5883-11	TCGA-BQ-5883-11		KIRP
TCGA-BQ-5885-11	TCGA-BQ-5885-11		KIRP
TCGA-BQ-5886-11	TCGA-BQ-5886-11		KIRP
TCGA-BQ-5889-11	TCGA-BQ-5889-11		KIRP
TCGA-BQ-5892-11	TCGA-BQ-5892-11		KIRP
TCGA-BQ-5893-11	TCGA-BQ-5893-11		KIRP
TCGA-BQ-7048-11	TCGA-BQ-7048-11		KIRP
TCGA-BQ-7049-11	TCGA-BQ-7049-11		KIRP
TCGA-BQ-7050-11	TCGA-BQ-7050-11		KIRP
TCGA-BQ-7053-11	TCGA-BQ-7053-11		KIRP
TCGA-BQ-7056-11	TCGA-BQ-7056-11		KIRP
TCGA-BQ-7058-11	TCGA-BQ-7058-11		KIRP
TCGA-BQ-7060-11	TCGA-BQ-7060-11		KIRP
TCGA-BQ-7062-11	TCGA-BQ-7062-11		KIRP
TCGA-DZ-6135-11	TCGA-DZ-6135-11		KIRP
TCGA-PJ-A8JU-01	TCGA-PJ-A8JU-01		KIRP
TCGA-A3-3306-11	TCGA-A3-3306-11		KIRC
TCGA-A3-3308-11	TCGA-A3-3308-11		KIRC
TCGA-A3-3311-11	TCGA-A3-3311-11		KIRC
TCGA-A3-3313-11	TCGA-A3-3313-11		KIRC
TCGA-A3-3316-11	TCGA-A3-3316-11		KIRC
TCGA-A3-3317-11	TCGA-A3-3317-11		KIRC
TCGA-A3-3319-11	TCGA-A3-3319-11		KIRC
TCGA-A3-3320-11	TCGA-A3-3320-11		KIRC
TCGA-A3-3322-11	TCGA-A3-3322-11		KIRC
TCGA-A3-3323-11	TCGA-A3-3323-11		KIRC
TCGA-A3-3324-11	TCGA-A3-3324-11		KIRC
TCGA-A3-3325-11	TCGA-A3-3325-11		KIRC
TCGA-A3-3326-11	TCGA-A3-3326-11		KIRC
TCGA-A3-3328-11	TCGA-A3-3328-11		KIRC
TCGA-A3-3329-11	TCGA-A3-3329-11		KIRC
TCGA-A3-3331-11	TCGA-A3-3331-11		KIRC
TCGA-A3-3335-11	TCGA-A3-3335-11		KIRC
TCGA-A3-3336-01	TCGA-A3-3336-01		KIRC
TCGA-A3-3336-11	TCGA-A3-3336-11		KIRC
TCGA-A3-3343-11	TCGA-A3-3343-11		KIRC
TCGA-A3-3346-11	TCGA-A3-3346-11		KIRC
TCGA-A3-3347-11	TCGA-A3-3347-11		KIRC
TCGA-A3-3349-11	TCGA-A3-3349-11		KIRC
TCGA-A3-3351-11	TCGA-A3-3351-11		KIRC
TCGA-A3-3352-11	TCGA-A3-3352-11		KIRC
TCGA-A3-3357-11	TCGA-A3-3357-11		KIRC
TCGA-A3-3359-11	TCGA-A3-3359-11		KIRC
TCGA-A3-3362-11	TCGA-A3-3362-11		KIRC
TCGA-A3-3363-11	TCGA-A3-3363-11		KIRC
TCGA-A3-3365-11	TCGA-A3-3365-11		KIRC
TCGA-A3-3367-11	TCGA-A3-3367-11		KIRC
TCGA-A3-3370-11	TCGA-A3-3370-11		KIRC
TCGA-A3-3372-11	TCGA-A3-3372-11		KIRC
TCGA-A3-3373-11	TCGA-A3-3373-11		KIRC
TCGA-A3-3374-11	TCGA-A3-3374-11		KIRC
TCGA-A3-3376-11	TCGA-A3-3376-11		KIRC
TCGA-A3-3378-11	TCGA-A3-3378-11		KIRC
TCGA-A3-3380-11	TCGA-A3-3380-11		KIRC
TCGA-A3-3382-11	TCGA-A3-3382-11		KIRC
TCGA-A3-3383-11	TCGA-A3-3383-11		KIRC
TCGA-A3-3385-11	TCGA-A3-3385-11		KIRC
TCGA-AK-3430-01	TCGA-AK-3430-01		KIRC
TCGA-B0-4688-11	TCGA-B0-4688-11		KIRC
TCGA-B0-4690-11	TCGA-B0-4690-11		KIRC
TCGA-B0-4691-11	TCGA-B0-4691-11		KIRC
TCGA-B0-4693-11	TCGA-B0-4693-11		KIRC
TCGA-B0-4694-11	TCGA-B0-4694-11		KIRC
TCGA-B0-4696-11	TCGA-B0-4696-11		KIRC
TCGA-B0-4697-11	TCGA-B0-4697-11		KIRC
TCGA-B0-4698-11	TCGA-B0-4698-11		KIRC
TCGA-B0-4699-11	TCGA-B0-4699-11		KIRC
TCGA-B0-4701-11	TCGA-B0-4701-11		KIRC
TCGA-B0-4703-11	TCGA-B0-4703-11		KIRC
TCGA-B0-4706-11	TCGA-B0-4706-11		KIRC
TCGA-B0-4707-11	TCGA-B0-4707-11		KIRC
TCGA-B0-4710-11	TCGA-B0-4710-11		KIRC
TCGA-B0-4713-11	TCGA-B0-4713-11		KIRC
TCGA-B0-4714-11	TCGA-B0-4714-11		KIRC
TCGA-B0-4718-11	TCGA-B0-4718-11		KIRC
TCGA-B0-4810-11	TCGA-B0-4810-11		KIRC
TCGA-B0-4811-11	TCGA-B0-4811-11		KIRC
TCGA-B0-4813-11	TCGA-B0-4813-11		KIRC
TCGA-B0-4814-11	TCGA-B0-4814-11		KIRC
TCGA-B0-4815-11	TCGA-B0-4815-11		KIRC
TCGA-B0-4816-11	TCGA-B0-4816-11		KIRC
TCGA-B0-4817-11	TCGA-B0-4817-11		KIRC
TCGA-B0-4818-11	TCGA-B0-4818-11		KIRC
TCGA-B0-4819-11	TCGA-B0-4819-11		KIRC
TCGA-B0-4821-11	TCGA-B0-4821-11		KIRC
TCGA-B0-4822-11	TCGA-B0-4822-11		KIRC
TCGA-B0-4823-11	TCGA-B0-4823-11		KIRC
TCGA-B0-4824-11	TCGA-B0-4824-11		KIRC
TCGA-B0-4827-11	TCGA-B0-4827-11		KIRC
TCGA-B0-4828-11	TCGA-B0-4828-11		KIRC
TCGA-B0-4833-11	TCGA-B0-4833-11		KIRC
TCGA-B0-4834-11	TCGA-B0-4834-11		KIRC
TCGA-B0-4836-11	TCGA-B0-4836-11		KIRC
TCGA-B0-4837-11	TCGA-B0-4837-11		KIRC
TCGA-B0-4838-11	TCGA-B0-4838-11		KIRC
TCGA-B0-4839-11	TCGA-B0-4839-11		KIRC
TCGA-B0-4841-11	TCGA-B0-4841-11		KIRC
TCGA-B0-4842-11	TCGA-B0-4842-11		KIRC
TCGA-B0-4843-11	TCGA-B0-4843-11		KIRC
TCGA-B0-4844-11	TCGA-B0-4844-11		KIRC
TCGA-B0-4845-11	TCGA-B0-4845-11		KIRC
TCGA-B0-4846-11	TCGA-B0-4846-11		KIRC
TCGA-B0-4847-11	TCGA-B0-4847-11		KIRC
TCGA-B0-4848-11	TCGA-B0-4848-11		KIRC
TCGA-B0-4849-11	TCGA-B0-4849-11		KIRC
TCGA-B0-4852-11	TCGA-B0-4852-11		KIRC
TCGA-B0-4945-11	TCGA-B0-4945-11		KIRC
TCGA-B0-5075-11	TCGA-B0-5075-11		KIRC
TCGA-B0-5077-11	TCGA-B0-5077-11		KIRC
TCGA-B0-5080-11	TCGA-B0-5080-11		KIRC
TCGA-B0-5081-11	TCGA-B0-5081-11		KIRC
TCGA-B0-5083-11	TCGA-B0-5083-11		KIRC
TCGA-B0-5084-11	TCGA-B0-5084-11		KIRC
TCGA-B0-5085-11	TCGA-B0-5085-11		KIRC
TCGA-B0-5088-11	TCGA-B0-5088-11		KIRC
TCGA-B0-5092-11	TCGA-B0-5092-11		KIRC
TCGA-B0-5094-11	TCGA-B0-5094-11		KIRC
TCGA-B0-5095-11	TCGA-B0-5095-11		KIRC
TCGA-B0-5096-11	TCGA-B0-5096-11		KIRC
TCGA-B0-5097-11	TCGA-B0-5097-11		KIRC
TCGA-B0-5098-11	TCGA-B0-5098-11		KIRC
TCGA-B0-5099-11	TCGA-B0-5099-11		KIRC
TCGA-B0-5100-11	TCGA-B0-5100-11		KIRC
TCGA-B0-5102-11	TCGA-B0-5102-11		KIRC
TCGA-B0-5104-11	TCGA-B0-5104-11		KIRC
TCGA-B0-5106-11	TCGA-B0-5106-11		KIRC
TCGA-B0-5107-11	TCGA-B0-5107-11		KIRC
TCGA-B0-5108-11	TCGA-B0-5108-11		KIRC
TCGA-B0-5109-11	TCGA-B0-5109-11		KIRC
TCGA-B0-5110-11	TCGA-B0-5110-11		KIRC
TCGA-B0-5113-11	TCGA-B0-5113-11		KIRC
TCGA-B0-5115-11	TCGA-B0-5115-11		KIRC
TCGA-B0-5116-11	TCGA-B0-5116-11		KIRC
TCGA-B0-5117-11	TCGA-B0-5117-11		KIRC
TCGA-B0-5119-11	TCGA-B0-5119-11		KIRC
TCGA-B0-5120-11	TCGA-B0-5120-11		KIRC
TCGA-B0-5121-11	TCGA-B0-5121-11		KIRC
TCGA-B0-5400-11	TCGA-B0-5400-11		KIRC
TCGA-B0-5710-11	TCGA-B0-5710-11		KIRC
TCGA-B0-5713-11	TCGA-B0-5713-11		KIRC
TCGA-B2-3923-11	TCGA-B2-3923-11		KIRC
TCGA-B2-3924-11	TCGA-B2-3924-11		KIRC
TCGA-B2-4098-11	TCGA-B2-4098-11		KIRC
TCGA-B2-4099-11	TCGA-B2-4099-11		KIRC
TCGA-B2-4102-11	TCGA-B2-4102-11		KIRC
TCGA-B8-4143-11	TCGA-B8-4143-11		KIRC
TCGA-B8-4154-11	TCGA-B8-4154-11		KIRC
TCGA-BP-4158-11	TCGA-BP-4158-11		KIRC
TCGA-BP-4159-11	TCGA-BP-4159-11		KIRC
TCGA-BP-4160-11	TCGA-BP-4160-11		KIRC
TCGA-BP-4161-11	TCGA-BP-4161-11		KIRC
TCGA-BP-4162-11	TCGA-BP-4162-11		KIRC
TCGA-BP-4163-11	TCGA-BP-4163-11		KIRC
TCGA-BP-4164-11	TCGA-BP-4164-11		KIRC
TCGA-BP-4165-11	TCGA-BP-4165-11		KIRC
TCGA-BP-4166-11	TCGA-BP-4166-11		KIRC
TCGA-BP-4167-11	TCGA-BP-4167-11		KIRC
TCGA-BP-4169-11	TCGA-BP-4169-11		KIRC
TCGA-BP-4170-11	TCGA-BP-4170-11		KIRC
TCGA-BP-4173-11	TCGA-BP-4173-11		KIRC
TCGA-BP-4174-11	TCGA-BP-4174-11		KIRC
TCGA-BP-4176-11	TCGA-BP-4176-11		KIRC
TCGA-BP-4177-11	TCGA-BP-4177-11		KIRC
TCGA-BP-4325-11	TCGA-BP-4325-11		KIRC
TCGA-BP-4326-11	TCGA-BP-4326-11		KIRC
TCGA-BP-4327-11	TCGA-BP-4327-11		KIRC
TCGA-BP-4329-11	TCGA-BP-4329-11		KIRC
TCGA-BP-4330-11	TCGA-BP-4330-11		KIRC
TCGA-BP-4331-11	TCGA-BP-4331-11		KIRC
TCGA-BP-4332-11	TCGA-BP-4332-11		KIRC
TCGA-BP-4334-11	TCGA-BP-4334-11		KIRC
TCGA-BP-4335-11	TCGA-BP-4335-11		KIRC
TCGA-BP-4337-11	TCGA-BP-4337-11		KIRC
TCGA-BP-4338-11	TCGA-BP-4338-11		KIRC
TCGA-BP-4340-11	TCGA-BP-4340-11		KIRC
TCGA-BP-4341-11	TCGA-BP-4341-11		KIRC
TCGA-BP-4342-11	TCGA-BP-4342-11		KIRC
TCGA-BP-4343-11	TCGA-BP-4343-11		KIRC
TCGA-BP-4344-11	TCGA-BP-4344-11		KIRC
TCGA-BP-4345-11	TCGA-BP-4345-11		KIRC
TCGA-BP-4346-11	TCGA-BP-4346-11		KIRC
TCGA-BP-4347-11	TCGA-BP-4347-11		KIRC
TCGA-BP-4349-11	TCGA-BP-4349-11		KIRC
TCGA-BP-4351-11	TCGA-BP-4351-11		KIRC
TCGA-BP-4352-11	TCGA-BP-4352-11		KIRC
TCGA-BP-4353-11	TCGA-BP-4353-11		KIRC
TCGA-BP-4354-11	TCGA-BP-4354-11		KIRC
TCGA-BP-4355-11	TCGA-BP-4355-11		KIRC
TCGA-BP-4756-11	TCGA-BP-4756-11		KIRC
TCGA-BP-4758-11	TCGA-BP-4758-11		KIRC
TCGA-BP-4759-11	TCGA-BP-4759-11		KIRC
TCGA-BP-4760-11	TCGA-BP-4760-11		KIRC
TCGA-BP-4761-11	TCGA-BP-4761-11		KIRC
TCGA-BP-4762-11	TCGA-BP-4762-11		KIRC
TCGA-BP-4763-11	TCGA-BP-4763-11		KIRC
TCGA-BP-4765-11	TCGA-BP-4765-11		KIRC
TCGA-BP-4766-11	TCGA-BP-4766-11		KIRC
TCGA-BP-4768-11	TCGA-BP-4768-11		KIRC
TCGA-BP-4769-11	TCGA-BP-4769-11		KIRC
TCGA-BP-4770-11	TCGA-BP-4770-11		KIRC
TCGA-BP-4771-11	TCGA-BP-4771-11		KIRC
TCGA-BP-4774-11	TCGA-BP-4774-11		KIRC
TCGA-BP-4775-11	TCGA-BP-4775-11		KIRC
TCGA-BP-4776-11	TCGA-BP-4776-11		KIRC
TCGA-BP-4777-11	TCGA-BP-4777-11		KIRC
TCGA-BP-4781-11	TCGA-BP-4781-11		KIRC
TCGA-BP-4782-11	TCGA-BP-4782-11		KIRC
TCGA-BP-4784-11	TCGA-BP-4784-11		KIRC
TCGA-BP-4787-11	TCGA-BP-4787-11		KIRC
TCGA-BP-4789-11	TCGA-BP-4789-11		KIRC
TCGA-BP-4790-11	TCGA-BP-4790-11		KIRC
TCGA-BP-4795-11	TCGA-BP-4795-11		KIRC
TCGA-BP-4797-11	TCGA-BP-4797-11		KIRC
TCGA-BP-4798-11	TCGA-BP-4798-11		KIRC
TCGA-BP-4799-11	TCGA-BP-4799-11		KIRC
TCGA-BP-4801-11	TCGA-BP-4801-11		KIRC
TCGA-BP-4803-11	TCGA-BP-4803-11		KIRC
TCGA-BP-4804-11	TCGA-BP-4804-11		KIRC
TCGA-BP-4807-11	TCGA-BP-4807-11		KIRC
TCGA-BP-4959-11	TCGA-BP-4959-11		KIRC
TCGA-BP-4960-11	TCGA-BP-4960-11		KIRC
TCGA-BP-4961-11	TCGA-BP-4961-11		KIRC
TCGA-BP-4962-11	TCGA-BP-4962-11		KIRC
TCGA-BP-4963-11	TCGA-BP-4963-11		KIRC
TCGA-BP-4964-11	TCGA-BP-4964-11		KIRC
TCGA-BP-4965-11	TCGA-BP-4965-11		KIRC
TCGA-BP-4967-11	TCGA-BP-4967-11		KIRC
TCGA-BP-4968-11	TCGA-BP-4968-11		KIRC
TCGA-BP-4969-11	TCGA-BP-4969-11		KIRC
TCGA-BP-4970-11	TCGA-BP-4970-11		KIRC
TCGA-BP-4971-11	TCGA-BP-4971-11		KIRC
TCGA-BP-4972-11	TCGA-BP-4972-11		KIRC
TCGA-BP-4973-11	TCGA-BP-4973-11		KIRC
TCGA-BP-4974-11	TCGA-BP-4974-11		KIRC
TCGA-BP-4975-11	TCGA-BP-4975-11		KIRC
TCGA-BP-4976-11	TCGA-BP-4976-11		KIRC
TCGA-BP-4977-11	TCGA-BP-4977-11		KIRC
TCGA-BP-4981-11	TCGA-BP-4981-11		KIRC
TCGA-BP-4982-11	TCGA-BP-4982-11		KIRC
TCGA-BP-4983-11	TCGA-BP-4983-11		KIRC
TCGA-BP-4985-11	TCGA-BP-4985-11		KIRC
TCGA-BP-4986-11	TCGA-BP-4986-11		KIRC
TCGA-BP-4987-11	TCGA-BP-4987-11		KIRC
TCGA-BP-4988-11	TCGA-BP-4988-11		KIRC
TCGA-BP-4989-11	TCGA-BP-4989-11		KIRC
TCGA-BP-4991-11	TCGA-BP-4991-11		KIRC
